TIMESTAMP,POWER,Azimuth,AirTemp,RelativeHumidity,CloudOpacity,Dhi,Ghi,WindSpeed10m,Zenith
2023-01-01 00:00:00,0.001,8.916666666666666,14.725,91.16666666666669,83.77499999999999,0.001,0.001,4.2,161.5
2023-01-01 01:00:00,0.001,-32.0,14.9,88.93333333333334,86.61666666666667,0.001,0.001,4.5,159.16666666666666
2023-01-01 02:00:00,0.001,-59.16666666666666,14.983333333333334,86.33333333333333,81.0,0.001,0.001,5.4,151.0
2023-01-01 03:00:00,0.001,-75.58333333333333,15.1,84.33333333333333,83.77499999999999,0.001,0.001,6.566666666666666,140.66666666666666
2023-01-01 04:00:00,0.001,-87.16666666666667,15.141666666666666,83.14166666666667,87.35833333333333,0.001,0.001,8.125,129.5
2023-01-01 05:00:00,0.001,-97.0,15.283333333333331,82.39166666666667,87.66666666666667,0.001,0.001,9.616666666666667,118.33333333333331
2023-01-01 06:00:00,0.001,-106.0,15.525,81.11666666666666,65.77499999999999,0.001,0.001,10.0015,107.16666666666669
2023-01-01 07:00:00,0.001,-115.08333333333331,15.699999999999998,80.44166666666666,80.45,0.001,0.001,10.001083333333332,96.75
2023-01-01 08:00:00,756.9105508333333,-124.83333333333331,15.491666666666667,81.38333333333334,83.96666666666667,3.9166666666666665,3.9166666666666665,10.208333333333334,86.83333333333333
2023-01-01 09:00:00,10585.513458333333,-135.5,14.908333333333331,83.61666666666666,76.99166666666666,27.0,27.0,9.85,78.33333333333333
2023-01-01 10:00:00,31278.612666666664,-148.0,14.583333333333334,86.46666666666665,89.49166666666667,26.25,26.25,9.375,71.41666666666667
2023-01-01 11:00:00,25293.89,-161.83333333333334,14.575,89.26666666666667,86.29166666666667,45.16666666666666,45.16666666666666,9.008333333333333,66.58333333333333
2023-01-01 12:00:00,39209.90891666667,-56.833333333333336,14.358333333333334,92.3,83.3,60.5,60.5,7.283333333333334,64.33333333333333
2023-01-01 13:00:00,60296.22175,168.0,14.091666666666669,94.46666666666664,82.375,62.5,62.5,5.2250000000000005,65.41666666666667
2023-01-01 14:00:00,59362.19933333333,153.58333333333334,13.508333333333333,95.8,73.50833333333334,78.75,78.75,3.575,69.16666666666667
2023-01-01 15:00:00,74916.54883333333,140.5,12.891666666666666,95.35,70.81666666666666,58.91666666666666,58.91666666666666,3.0083333333333333,75.25
2023-01-01 16:00:00,76384.67208333334,129.08333333333334,12.391666666666666,93.98333333333332,62.60833333333333,26.666666666666668,26.666666666666668,3.0,83.08333333333333
2023-01-01 17:00:00,28369.82130833333,119.0,11.975,94.15,78.00833333333334,0.75,0.75,3.3000000000000003,92.5
2023-01-01 18:00:00,36456.18275,109.75,11.716666666666669,94.05,89.99166666666667,0.001,0.001,3.9333333333333336,102.83333333333331
2023-01-01 19:00:00,26598.213141666667,100.75,11.516666666666666,93.0,91.175,0.001,0.001,4.183333333333333,113.58333333333331
2023-01-01 20:00:00,11205.54575,91.41666666666669,11.275,93.20833333333331,75.84166666666667,0.001,0.001,4.066666666666666,124.75
2023-01-01 21:00:00,1480.1611033333336,80.5,10.975,93.04166666666669,27.991666666666664,0.001,0.001,3.583333333333333,136.08333333333334
2023-01-01 22:00:00,5.203968399083333,66.75,10.758333333333333,92.05,17.316666666666666,0.001,0.001,2.7916666666666665,147.0
2023-01-01 23:00:00,2.6019841991666666,44.91666666666666,10.541666666666666,92.45,0.4166666666666667,0.001,0.001,2.441666666666667,156.25
2023-01-02 00:00:00,0.001,9.166666666666666,10.216666666666669,92.96666666666664,1.225,0.001,0.001,1.925,161.41666666666666
2023-01-02 01:00:00,0.001,-31.58333333333333,10.001166666666666,91.75,16.375,0.001,0.001,1.2416666666666667,159.08333333333334
2023-01-02 02:00:00,0.001,-58.91666666666666,9.733333333333333,92.03333333333336,16.216666666666665,0.001,0.001,0.3833333333333333,151.08333333333334
2023-01-02 03:00:00,0.001,-75.33333333333333,9.375,93.49166666666667,17.591666666666665,0.001,0.001,0.1833333333333333,140.75
2023-01-02 04:00:00,0.001,-87.16666666666667,9.041666666666666,93.71666666666664,28.15833333333333,0.001,0.001,0.3916666666666666,129.5
2023-01-02 05:00:00,0.001,-96.83333333333331,8.841666666666667,93.80833333333334,5.3,0.001,0.001,0.4666666666666666,118.41666666666669
2023-01-02 06:00:00,0.001,-105.75,8.816666666666668,92.925,3.6833333333333336,0.001,0.001,0.7166666666666667,107.25
2023-01-02 07:00:00,0.001,-114.91666666666669,8.541666666666666,92.68333333333334,14.916666666666666,0.001,0.001,1.3416666666666668,96.75
2023-01-02 08:00:00,834.941655,-124.75,8.216666666666667,93.68333333333334,10.516666666666667,19.75,34.083333333333336,2.025,86.83333333333333
2023-01-02 09:00:00,12521.518391666668,-135.5,8.775,93.54166666666669,9.725,74.33333333333333,151.66666666666666,2.2666666666666666,78.33333333333333
2023-01-02 10:00:00,29629.42591666667,-147.83333333333334,10.216666666666669,92.35,9.125,98.91666666666669,274.6666666666667,1.9666666666666668,71.33333333333333
2023-01-02 11:00:00,46562.00483333333,-161.75,11.425,88.19166666666666,0.001,68.25,391.1666666666667,1.425,66.5
2023-01-02 12:00:00,62825.36241666666,-86.75,12.3,79.73333333333333,0.7833333333333333,72.91666666666667,428.8333333333333,0.9333333333333336,64.25
2023-01-02 13:00:00,48778.96441666666,168.0,12.808333333333332,71.74166666666666,30.35833333333333,216.41666666666663,291.1666666666667,0.7166666666666667,65.16666666666667
